0,0,0
1,0.565799,0.40701
2,-0.0539773,0.226158
3,-0.155592,2.5444
4,0.235651,2.24681
5,0.137571,1.19054
6,1.38019,2.05988
7,1.12326,2.87287
8,2.36649,2.10501
9,2.49115,2.0874
10,1.72972,1.25393
11,2.80664,1.25622
12,1.33437,1.14499
13,1.81265,2.16812
14,0.655153,1.88197
15,1.2894,3.58725
16,-0.117921,4.38262
17,0.454831,5.24699
18,1.38842,5.07324
19,0.232506,4.42459
20,1.33419,4.73979
21,0.478701,4.33741
22,0.454168,4.96594
23,1.22708,4.49903
24,1.07905,4.68361
25,1.6191,5.93602
26,2.2346,6.31923
27,1.89125,5.28014
28,2.37378,4.86683
29,1.99208,4.49467
30,2.65129,4.10551
31,3.6046,3.81808
32,3.43865,3.10038
33,3.89542,4.497
34,4.65256,3.6395
35,3.94332,3.62811
36,4.10243,3.17172
37,4.2869,3.64253
38,5.61879,4.405
39,4.85321,4.04678
40,2.76749,3.60731
41,1.63433,3.32564
42,2.10797,1.70184
43,1.97453,1.9529
44,1.8052,2.49048
45,2.17347,3.08365
46,2.0504,3.35568
47,2.55606,3.21416
48,3.14814,2.38477
49,1.37759,3.77394
50,1.82617,3.17111
51,2.07787,2.75109
52,1.62879,3.28586
53,1.77974,3.49228
54,1.29601,4.80635
55,0.530072,4.95532
56,0.467218,5.23248
57,1.14269,4.87847
58,1.1655,5.48377
59,1.34771,6.92329
60,2.20688,7.41961
61,1.30259,6.81719
62,0.40112,7.77561
63,0.0150552,8.23445
64,1.31706,10.1475
65,0.924646,9.10254
66,2.02882,8.38007
67,1.87379,7.44857
68,1.61827,8.14892
69,1.04457,7.48787
70,0.484328,7.50916
71,0.641788,6.96341
72,0.522449,5.66102
73,1.27964,4.81053
74,3.02265,4.37903
75,3.60424,4.29106
76,4.31813,4.26654
77,3.77698,2.70589
78,3.97942,1.83159
79,5.34401,0.523503
80,6.07461,0.692878
81,6.28246,0.686141
82,5.97248,0.0715103
83,5.32047,0.78378
84,5.2897,1.33003
85,4.83414,0.990342
86,6.59898,0.226928
87,5.85878,0.324596
88,6.60566,0.0266426
89,5.16327,0.863221
90,5.30746,1.38063
91,4.97587,1.44564
92,5.23373,1.69586
93,5.97712,2.55073
94,5.91608,2.50685
95,5.24039,2.7967
96,6.70397,3.81482
97,6.62298,5.1735
98,6.56647,5.57524
99,7.33793,5.32212
100,6.84132,5.10851
101,6.66181,5.72185
102,6.94785,6.27425
103,6.86404,6.62902
104,6.948,6.18061
105,6.9173,5.18698
106,8.20724,3.96454
107,6.90328,3.91513
108,6.19646,3.80583
109,6.01362,4.64387
110,5.57598,3.71593
111,6.22467,4.89871
112,5.53851,5.77307
113,5.13809,5.51592
114,5.27248,5.4697
115,5.33282,6.68019
116,5.53126,7.17615
117,5.98974,7.14069
118,6.60691,7.16875
119,6.74812,7.29843
120,6.76262,7.51737
121,6.73778,7.31371
122,6.68027,6.93225
123,5.83762,7.70161
124,5.19691,7.49461
125,4.09643,8.43837
